,Class Nbr,Tot Enrl,Start Date,End Date,Mtg Start,Mtg End,Mon,Tues,Wed,Thu,Fri,Sat,Sun,Building,Location
2502,32693,31,1/23/2023,5/19/2023, 2:30:00 PM, 3:20:00 PM,,,,,F,,,SCI III,BKSFLD
2503,32694,27,1/23/2023,5/19/2023, 4:00:00 PM, 4:50:00 PM,,,,R,,,,SCI III,BKSFLD
2504,32694,27,1/23/2023,5/19/2023, 4:00:00 PM, 5:40:00 PM,,T,,,,,,SCI III,BKSFLD
2505,32696,27,1/23/2023,5/19/2023, 4:50:00 PM, 5:40:00 PM,,,,R,,,,SCI III,BKSFLD
2508,32836,32,1/23/2023,5/19/2023,11:00:00 AM,12:40:00 PM,M,,W,,F,,,SCI III,BKSFLD
2511,32700,18,1/23/2023,5/19/2023, 8:30:00 AM, 9:45:00 AM,,T,,R,,,,SCI III,BKSFLD
2512,32701,18,1/23/2023,5/19/2023, 9:00:00 AM, 9:50:00 AM,M,,,,,,,SCI III,BKSFLD
2513,32702,12,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,M,,W,,,,,SCI III,BKSFLD
2514,32703,12,1/23/2023,5/19/2023, 2:30:00 PM, 3:20:00 PM,,,,,F,,,SCI III,BKSFLD
2515,32704,7,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,T,,R,,,,SCI III,BKSFLD
2516,32705,7,1/23/2023,5/19/2023, 1:00:00 PM, 1:50:00 PM,,,,,F,,,SCI III,BKSFLD
2517,32834,28,1/23/2023,5/19/2023, 4:00:00 PM, 4:50:00 PM,,,,R,,,,WSL,BKSFLD
2518,32834,28,1/23/2023,5/19/2023, 4:00:00 PM, 5:40:00 PM,,T,,,,,,SCI III,BKSFLD
2519,32835,28,1/23/2023,5/19/2023, 4:50:00 PM, 5:40:00 PM,,,,R,,,,WSL,BKSFLD
2520,32837,34,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,T,,,,,,SCI III,BKSFLD
2521,32837,34,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,,,R,,,,SCI III,BKSFLD
2522,32910,23,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,M,,W,,F,,,SCI III,BKSFLD
2523,32932,10,1/23/2023,5/19/2023,12:00:00 PM,12:50:00 PM,M,,W,,F,,,SCI III,BKSFLD
2524,32933,9,1/23/2023,5/19/2023, 1:00:00 PM, 1:50:00 PM,M,,W,,F,,,SCI III,BKSFLD
2525,32934,24,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,T,,R,,,,SCI III,BKSFLD
2527,32838,21,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,,,W,,,,,SCI III,BKSFLD
2528,32838,21,1/23/2023,5/19/2023,10:00:00 AM,11:40:00 AM,,,,,F,,,SCI III,BKSFLD
2529,32839,21,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,M,,,,,,,SCI III,BKSFLD
2530,32840,26,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,T,,R,,,,SCI III,BKSFLD
2531,32841,26,1/23/2023,5/19/2023, 1:00:00 PM, 1:50:00 PM,M,,,,,,,SCI III,BKSFLD
2532,32842,9,1/23/2023,5/19/2023, 8:00:00 AM, 8:50:00 AM,,,,,F,,,SCI III,BKSFLD
2533,32842,9,1/23/2023,5/19/2023, 8:00:00 AM, 9:40:00 AM,,,W,,,,,SCI III,BKSFLD
2534,32843,9,1/23/2023,5/19/2023, 8:00:00 AM, 8:50:00 AM,M,,,,,,,SCI III,BKSFLD
2535,32844,26,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,R,,,,SCI III,BKSFLD
2536,32844,26,1/23/2023,5/19/2023,11:50:00 AM, 1:30:00 PM,,,,,F,,,SCI III,BKSFLD
2538,32846,19,1/23/2023,5/19/2023, 5:00:00 PM, 6:40:00 PM,M,,,,,,,SCI III,BKSFLD
2539,32846,19,1/23/2023,5/19/2023, 5:00:00 PM, 7:30:00 PM,,,W,,,,,SCI III,BKSFLD
2540,32905,19,1/23/2023,5/19/2023, 5:00:00 PM, 6:40:00 PM,,T,,,,,,SCI III,BKSFLD
2541,32905,19,1/23/2023,5/19/2023, 5:00:00 PM, 7:30:00 PM,,,,R,,,,SCI III,BKSFLD
2542,32847,11,1/23/2023,5/19/2023, 8:10:00 AM, 9:00:00 AM,M,,,,,,,SCI III,BKSFLD
2543,32847,11,1/23/2023,5/19/2023, 8:10:00 AM, 9:50:00 AM,,,W,,F,,,SCI III,BKSFLD
2544,32849,15,1/23/2023,5/19/2023, 8:00:00 AM, 9:40:00 AM,,T,,R,,,,SCI III,BKSFLD
2545,32850,28,1/23/2023,5/19/2023, 9:50:00 AM,11:30:00 AM,,T,,R,,,,SCI III,BKSFLD
2546,32851,13,1/23/2023,5/19/2023, 1:00:00 PM, 1:50:00 PM,,,,,F,,,SCI III,BKSFLD
2547,32851,13,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,W,,,,,SCI III,BKSFLD
2549,32935,34,1/23/2023,5/19/2023, 5:30:00 PM, 7:10:00 PM,,T,,R,,,,SCI III,BKSFLD
2551,32853,25,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,M,,W,,,,,SCI III,BKSFLD
2552,32853,25,1/23/2023,5/19/2023,10:00:00 AM,11:40:00 AM,,,,,F,,,SCI III,BKSFLD
2553,32854,18,1/23/2023,5/19/2023, 1:00:00 PM, 1:50:00 PM,M,,,,,,,SCI III,BKSFLD
2554,32854,18,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,T,,R,,,,SCI III,BKSFLD
2557,32855,24,1/23/2023,5/19/2023, 6:00:00 PM, 7:40:00 PM,M,,W,,,,,SCI III,BKSFLD
2565,32856,11,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,,,W,,F,,,SCI III,BKSFLD
2566,32856,11,1/23/2023,5/19/2023,10:00:00 AM,11:40:00 AM,M,,,,,,,SCI III,BKSFLD
2567,32857,15,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,R,,,,SCI III,BKSFLD
2568,32857,15,1/23/2023,5/19/2023,12:00:00 PM,12:50:00 PM,,,,,F,,,SCI III,BKSFLD
2569,32858,30,1/23/2023,5/19/2023, 5:00:00 PM, 6:40:00 PM,M,,W,,,,,SCI III,BKSFLD
2570,32859,4,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,,,W,,,,,SCI III,BKSFLD
2571,32859,4,1/23/2023,5/19/2023,10:00:00 AM,11:40:00 AM,,,,,F,,,SCI III,BKSFLD
2572,32860,4,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,M,,,,,,,SCI III,BKSFLD
2573,32861,11,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,M,,,,,,,SCI III,BKSFLD
2574,32862,11,1/23/2023,5/19/2023,10:50:00 AM,11:40:00 AM,M,,,,,,,SCI III,BKSFLD
2575,32863,21,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,M,,W,,,,,SCI III,BKSFLD
2576,32863,21,1/23/2023,5/19/2023,10:00:00 AM,11:40:00 AM,,,,,F,,,SCI III,BKSFLD
2577,32864,14,1/23/2023,5/19/2023,10:20:00 AM,12:00:00 PM,,T,,R,,,,SCI III,BKSFLD
2578,32865,30,1/23/2023,5/19/2023, 1:00:00 PM, 1:50:00 PM,,,W,,,,,SCI III,BKSFLD
2579,32865,30,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,,,F,,,SCI III,BKSFLD
2580,33297,7,1/23/2023,5/19/2023, 4:00:00 PM, 5:40:00 PM,M,,,,,,,SCI III,BKSFLD
2581,33298,1,1/23/2023,5/19/2023, 4:00:00 PM, 5:40:00 PM,,,W,,,,,RNEC,BKSFLD
2582,33299,9,1/23/2023,5/19/2023,10:00:00 AM,11:40:00 AM,,,,,F,,,SCI III,BKSFLD
2583,33300,11,1/23/2023,5/19/2023, 2:00:00 PM, 3:40:00 PM,,,,,F,,,SCI III,BKSFLD
2586,32866,11,1/23/2023,5/19/2023, 8:30:00 AM,10:10:00 AM,,T,,R,,,,SCI III,BKSFLD
2587,32867,14,1/23/2023,5/19/2023, 1:00:00 PM, 2:40:00 PM,,T,,R,,,,SCI III,BKSFLD
2588,32868,9,1/23/2023,5/19/2023, 2:00:00 PM, 2:50:00 PM,,,,,F,,,SCI III,BKSFLD
2589,32869,26,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,R,,,,SCI III,BKSFLD
2590,32869,26,1/23/2023,5/19/2023,11:50:00 AM, 1:30:00 PM,,,,,F,,,SCI III,BKSFLD
2595,32870,27,1/23/2023,5/19/2023, 1:40:00 PM, 3:20:00 PM,,,,,F,,,SCI III,BKSFLD
2596,32870,27,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,T,,R,,,,SCI III,BKSFLD
2597,32871,34,1/23/2023,5/19/2023, 5:00:00 PM, 6:40:00 PM,M,,,,,,,SCI III,BKSFLD
2598,32871,34,1/23/2023,5/19/2023, 5:00:00 PM, 7:30:00 PM,,,W,,,,,SCI III,BKSFLD
2600,32924,16,1/23/2023,5/19/2023, 8:10:00 AM, 9:00:00 AM,,,,,F,,,SCI III,BKSFLD
2601,32924,16,1/23/2023,5/19/2023, 8:10:00 AM, 9:50:00 AM,M,,W,,,,,SCI III,BKSFLD
2602,32925,7,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,,,,,F,,,SCI III,BKSFLD
2603,32925,7,1/23/2023,5/19/2023,10:00:00 AM,11:40:00 AM,M,,W,,,,,SCI III,BKSFLD
2604,32872,21,1/23/2023,5/19/2023,10:20:00 AM,12:00:00 PM,,T,,R,,,,SCI III,BKSFLD
2605,32873,20,1/23/2023,5/19/2023, 2:30:00 PM, 3:20:00 PM,M,,,,,,,SCI III,BKSFLD
2606,32873,20,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,T,,R,,,,SCI III,BKSFLD
2607,33436,8,1/23/2023,5/19/2023,11:00:00 AM,12:40:00 PM,M,,W,,,,,SCI III,BKSFLD
2608,32874,6,1/23/2023,5/19/2023,11:50:00 AM, 1:30:00 PM,M,,W,,,,,SCI III,BKSFLD
2609,32875,7,1/23/2023,5/19/2023, 8:00:00 AM, 9:40:00 AM,,T,,R,,,,SCI III,BKSFLD
2611,32876,20,1/23/2023,5/19/2023,11:50:00 AM, 1:30:00 PM,M,,W,,,,,SCI III,BKSFLD
2612,32877,18,1/23/2023,5/19/2023, 8:30:00 AM,10:10:00 AM,,T,,R,,,,SCI III,BKSFLD
2613,32878,20,1/23/2023,5/19/2023, 2:30:00 PM, 4:10:00 PM,,T,,,,,,SCI III,BKSFLD
2614,32879,20,1/23/2023,5/19/2023, 2:30:00 PM, 4:10:00 PM,,,,R,,,,SCI III,BKSFLD
2615,32880,2,1/23/2023,5/19/2023, 9:00:00 AM,10:40:00 AM,M,,W,,,,,SCI III,BKSFLD
2616,32881,3,1/23/2023,5/19/2023,10:00:00 AM,11:40:00 AM,M,,W,,,,,SCI III,BKSFLD
2618,32883,8,1/23/2023,5/19/2023,12:50:00 PM, 2:30:00 PM,,T,,R,,,,SCI III,BKSFLD
2620,32928,8,1/23/2023,5/19/2023, 1:40:00 PM, 3:20:00 PM,M,,W,,,,,SCI III,BKSFLD
2624,32929,17,1/23/2023,5/19/2023, 1:40:00 PM, 3:20:00 PM,M,,W,,,,,SCI III,BKSFLD
2625,31239,38,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,W,,,,,BDC,BKSFLD
2626,31240,34,1/23/2023,5/19/2023, 5:30:00 PM, 6:45:00 PM,M,,W,,,,,BDC,BKSFLD
2627,31241,38,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,T,,R,,,,DDH,BKSFLD
2628,31242,39,1/23/2023,5/19/2023, 5:30:00 PM, 6:45:00 PM,,T,,R,,,,DDH,BKSFLD
2629,31243,21,1/23/2023,5/19/2023, 8:30:00 PM, 9:45:00 PM,,T,,R,,,,WSL,BKSFLD
2631,31245,38,1/23/2023,5/19/2023, 5:30:00 PM, 6:45:00 PM,M,,W,,,,,EDUC,BKSFLD
2632,31246,21,1/23/2023,5/19/2023, 7:00:00 PM, 8:15:00 PM,M,,W,,,,,SCI II,BKSFLD
2634,31248,39,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,W,,,,,DLC,BKSFLD
2635,31249,13,1/23/2023,5/19/2023, 8:30:00 PM, 9:45:00 PM,,T,,R,,,,DDH,BKSFLD
2639,31252,38,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,T,,R,,,,SCI III,BKSFLD
2640,31253,15,1/23/2023,5/19/2023, 8:30:00 PM, 9:45:00 PM,M,,W,,,,,WSL,BKSFLD
2642,31255,39,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,T,,R,,,,BDC,BKSFLD
2643,31256,38,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,,T,,R,,,,BDC,BKSFLD
2644,31257,23,1/23/2023,5/19/2023, 7:00:00 PM, 8:15:00 PM,,T,,R,,,,BDC,BKSFLD
2645,31258,12,1/23/2023,5/19/2023, 8:30:00 PM, 9:45:00 PM,M,,W,,,,,WSL,BKSFLD
2651,31261,17,1/23/2023,5/19/2023, 5:30:00 PM, 6:45:00 PM,M,,W,,,,,WSL,BKSFLD
2653,31263,23,1/23/2023,5/19/2023, 5:30:00 PM, 6:45:00 PM,M,,W,,,,,SCI III,BKSFLD
2654,31264,25,1/23/2023,5/19/2023, 7:00:00 PM, 8:15:00 PM,M,,W,,,,,SCI III,BKSFLD
2655,31265,39,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,M,,W,,,,,BDC,BKSFLD
2656,31266,37,1/23/2023,5/19/2023, 7:00:00 PM, 8:15:00 PM,M,,W,,,,,DDH,BKSFLD
2657,31267,38,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,T,,R,,,,BDC,BKSFLD
2658,31268,30,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,,T,,R,,,,SCI III,BKSFLD
2659,31269,19,1/23/2023,5/19/2023, 5:30:00 PM, 6:45:00 PM,,T,,R,,,,SCI III,BKSFLD
2660,31270,13,1/23/2023,5/19/2023, 8:30:00 PM, 9:45:00 PM,,T,,R,,,,WSL,BKSFLD
2663,33043,11,1/23/2023,5/19/2023, 6:00:00 PM, 8:30:00 PM,,,,,F,,,BDC,BKSFLD
2665,31272,32,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,M,,W,,,,,SCI II,BKSFLD
2666,31273,19,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,M,,W,,,,,DDH,BKSFLD
2669,31276,7,1/23/2023,5/19/2023, 5:30:00 PM, 6:45:00 PM,,T,,R,,,,DDH,BKSFLD
2677,31079,15,1/23/2023,5/19/2023, 7:00:00 PM, 8:15:00 PM,M,,W,,,,,SCI III,BKSFLD
2678,31080,16,1/23/2023,5/19/2023, 8:30:00 PM, 9:45:00 PM,M,,W,,,,,DLC,BKSFLD
2679,31085,8,1/23/2023,5/19/2023, 5:30:00 PM, 6:45:00 PM,M,,W,,,,,WSL,BKSFLD
2681,31081,2,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,,,,F,,,WSL,BKSFLD
2692,31219,29,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,W,,,,,BDC,BKSFLD
2693,31220,22,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,M,,W,,,,,BDC,BKSFLD
2694,31221,29,1/23/2023,5/19/2023, 7:00:00 PM, 8:15:00 PM,,T,,,,,,BDC,BKSFLD
2702,31087,13,1/23/2023,5/19/2023, 8:30:00 PM, 9:45:00 PM,,T,,,,,,BDC,BKSFLD
2706,31225,37,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,M,,W,,,,,DDH,BKSFLD
2707,31226,39,1/23/2023,5/19/2023, 5:30:00 PM, 6:45:00 PM,M,,W,,,,,BDC,BKSFLD
2708,31227,41,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,R,,,,BDC,BKSFLD
2709,31228,40,1/23/2023,5/19/2023, 5:30:00 PM, 6:45:00 PM,,T,,R,,,,BDC,BKSFLD
2710,31229,15,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,,T,,R,,,,WSL,BKSFLD
2713,31232,26,1/23/2023,5/19/2023, 7:00:00 PM, 8:15:00 PM,,T,,R,,,,DDH,BKSFLD
2714,31233,27,1/23/2023,5/19/2023, 5:30:00 PM, 6:45:00 PM,,T,,R,,,,DDH,BKSFLD
2715,31234,18,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,W,,,,,SCI III,BKSFLD
2718,31237,13,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,M,,W,,,,,EDUC,BKSFLD
2719,31238,16,1/23/2023,5/19/2023, 8:30:00 PM, 9:45:00 PM,M,,W,,,,,BDC,BKSFLD
2731,32063,9,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,M,,W,,F,,,MUS,BKSFLD
2732,32064,21,1/23/2023,5/19/2023, 8:30:00 AM, 9:45:00 AM,,T,,R,,,,MUS,BKSFLD
2735,32117,10,1/23/2023,5/19/2023,11:00:00 AM,11:50:00 AM,M,,W,,,,,DT,BKSFLD
2736,32118,5,1/23/2023,5/19/2023, 8:00:00 AM, 8:50:00 AM,M,,W,,,,,DT,BKSFLD
2737,32119,14,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,M,,W,,,,,DT,BKSFLD
2738,32121,16,1/23/2023,5/19/2023, 2:30:00 PM, 3:20:00 PM,,T,,R,,,,MUS,BKSFLD
2739,32123,6,1/23/2023,5/19/2023, 2:30:00 PM, 3:20:00 PM,,T,,R,,,,MUS,BKSFLD
2740,32173,17,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,W,,,,,MUS,BKSFLD
2741,32175,18,1/23/2023,5/19/2023, 7:00:00 PM, 8:15:00 PM,,,,R,,,,MUS,BKSFLD
2742,32177,11,1/23/2023,5/19/2023, 4:00:00 PM, 5:45:00 PM,M,,W,,,,,MUS,BKSFLD
2743,32179,4,1/23/2023,5/19/2023, 6:30:00 PM, 9:00:00 PM,,,W,,,,,MUS,BKSFLD
2744,32222,5,1/23/2023,5/19/2023, 4:00:00 PM, 4:55:00 PM,,T,,R,,,,MUS,BKSFLD
2745,32223,5,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,T,,R,,,,MUS,BKSFLD
2757,32224,23,1/23/2023,5/19/2023, 8:00:00 AM, 8:50:00 AM,M,,W,,F,,,MUS,BKSFLD
2758,32226,19,1/23/2023,5/19/2023, 9:00:00 AM, 9:50:00 AM,M,,W,,,,,MUS,BKSFLD
2759,32288,10,1/23/2023,5/19/2023, 9:00:00 AM, 9:50:00 AM,M,,W,,,,,DT,BKSFLD
2760,32295,4,1/23/2023,5/19/2023,11:00:00 AM,11:50:00 AM,,,,,F,,,MUS,BKSFLD
2761,32321,10,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,,T,,R,,,,MUS,BKSFLD
2762,32323,3,1/23/2023,5/19/2023, 3:00:00 PM, 6:00:00 PM,,,,,F,,,MUS,BKSFLD
2763,32324,6,1/23/2023,5/19/2023, 4:00:00 PM, 5:45:00 PM,,T,,R,,,,MUS,BKSFLD
2764,32327,6,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,M,,W,,,,,MUS,BKSFLD
2765,32328,4,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,T,,R,,,,MUS,BKSFLD
2777,32329,2,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,M,,W,,F,,,MUS,BKSFLD
2778,32330,4,1/23/2023,5/19/2023,11:00:00 AM,11:50:00 AM,M,,W,,,,,MUS,BKSFLD
2779,32331,12,1/23/2023,5/19/2023,12:00:00 PM,12:50:00 PM,,,,,F,,,MUS,BKSFLD
2780,33066,12,1/23/2023,5/19/2023, 5:55:00 PM, 6:45:00 PM,,T,,R,,,,MUS,BKSFLD
2781,32333,7,1/23/2023,5/19/2023,11:20:00 AM,12:20:00 PM,,T,,R,,,,MUS,BKSFLD
2785,32342,29,1/23/2023,5/19/2023, 5:30:00 PM, 6:45:00 PM,,T,,R,,,,MUS,BKSFLD
2786,32343,30,1/23/2023,5/19/2023, 8:30:00 AM, 9:45:00 AM,,T,,R,,,,MUS,BKSFLD
2787,32347,29,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,T,,R,,,,MUS,BKSFLD
2788,32349,30,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,T,,R,,,,MUS,BKSFLD
2789,32350,30,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,W,,,,,MUS,BKSFLD
2791,32354,5,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,W,,,,,MUS,BKSFLD
2792,32356,6,1/23/2023,5/19/2023, 7:00:00 PM, 8:15:00 PM,,,,R,,,,MUS,BKSFLD
2793,32358,8,1/23/2023,5/19/2023, 4:00:00 PM, 5:45:00 PM,M,,W,,,,,MUS,BKSFLD
2794,32359,2,1/23/2023,5/19/2023, 6:30:00 PM, 9:00:00 PM,,,W,,,,,MUS,BKSFLD
2795,32360,3,1/23/2023,5/19/2023, 4:00:00 PM, 4:55:00 PM,,T,,R,,,,MUS,BKSFLD
2796,32361,1,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,T,,R,,,,MUS,BKSFLD
2798,32379,19,1/23/2023,5/19/2023, 8:30:00 AM, 9:45:00 AM,,T,,R,,,,MUS,BKSFLD
2799,32362,10,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,R,,,,MUS,BKSFLD
2800,32363,4,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,,T,,R,,,,MUS,BKSFLD
2801,32364,2,1/23/2023,5/19/2023, 3:00:00 PM, 6:00:00 PM,,,,,F,,,MUS,BKSFLD
2802,32365,7,1/23/2023,5/19/2023, 4:00:00 PM, 5:45:00 PM,,T,,R,,,,MUS,BKSFLD
2803,32367,7,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,M,,W,,,,,MUS,BKSFLD
2804,32375,0,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,T,,R,,,,MUS,BKSFLD
2810,32368,13,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,T,,R,,,,MUS,BKSFLD
2815,31992,66,1/23/2023,5/19/2023, 8:30:00 AM, 9:45:00 AM,M,,,R,,,,HUM,BKSFLD
2818,32049,7,1/23/2023,5/19/2023,12:00:00 PM, 2:00:00 PM,,T,,,,,,SCI II,BKSFLD
2822,32050,7,1/23/2023,5/19/2023, 9:30:00 AM,11:30:00 AM,,T,,,,,,SCI II,BKSFLD
2825,32051,7,1/23/2023,5/19/2023, 7:00:00 AM, 9:00:00 AM,,,W,,,,,SCI II,BKSFLD
2830,32052,7,1/23/2023,5/19/2023, 9:30:00 AM,11:30:00 AM,,,W,,,,,SCI II,BKSFLD
2834,32053,8,1/23/2023,5/19/2023,12:00:00 PM, 2:00:00 PM,,,W,,,,,SCI II,BKSFLD
2838,32055,8,1/23/2023,5/19/2023, 2:30:00 PM, 4:30:00 PM,,,W,,,,,SCI II,BKSFLD
2842,32056,7,1/23/2023,5/19/2023, 2:30:00 PM, 4:30:00 PM,,T,,,,,,SCI II,BKSFLD
2846,32057,8,1/23/2023,5/19/2023, 5:00:00 PM, 7:00:00 PM,,T,,,,,,SCI II,BKSFLD
2850,32058,7,1/23/2023,5/19/2023, 5:00:00 PM, 7:00:00 PM,,,W,,,,,SCI II,BKSFLD
2853,31989,66,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,M,,,,,,,HUM,BKSFLD
2855,31991,29,1/23/2023,5/19/2023, 8:30:00 AM,11:20:00 AM,,,,R,,,,RNEC,BKSFLD
2860,31997,29,1/23/2023,5/19/2023, 8:30:00 AM,11:20:00 AM,,,,R,,,,RNEC,BKSFLD
2866,32002,29,1/23/2023,5/19/2023, 9:00:00 AM,11:50:00 AM,M,,,,,,,RNEC,BKSFLD
2871,32007,29,1/23/2023,5/19/2023,10:00:00 AM,11:50:00 AM,M,,,,,,,RNEC,BKSFLD
2878,32013,29,1/23/2023,5/19/2023, 9:00:00 AM, 9:50:00 AM,M,,,,,,,RNEC,BKSFLD
2882,32015,56,1/23/2023,5/19/2023,12:00:00 PM,12:50:00 PM,M,,,,,,,RNEC,BKSFLD
2887,32023,14,1/23/2023,5/19/2023, 4:00:00 PM, 4:50:00 PM,M,,,,,,,RNEC,BKSFLD
2888,32024,14,1/23/2023,5/19/2023, 5:00:00 PM, 5:50:00 PM,M,,,,,,,RNEC,BKSFLD
2898,32039,16,1/23/2023,5/19/2023, 5:00:00 PM, 6:50:00 PM,,,,R,,,,RNEC,BKSFLD
2899,32045,15,1/23/2023,5/19/2023, 6:00:00 PM, 9:00:00 PM,,,W,,,,,RNEC,BKSFLD
2902,32041,16,1/23/2023,5/19/2023, 7:00:00 PM, 9:50:00 PM,,,,R,,,,RNEC,BKSFLD
2916,32937,14,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,T,,R,,,,SCI III,BKSFLD
2917,32939,18,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,T,,R,,,,SCI III,BKSFLD
2919,32942,20,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,R,,,,SCI III,BKSFLD
2924,31868,33,1/23/2023,5/19/2023, 9:00:00 AM, 9:50:00 AM,M,,W,,,,,DDH,BKSFLD
2926,31869,34,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,M,,W,,,,,DDH,BKSFLD
2928,31870,24,1/23/2023,5/19/2023,11:00:00 AM,11:50:00 AM,M,,W,,,,,DLC,BKSFLD
2930,31871,33,1/23/2023,5/19/2023,12:00:00 PM,12:50:00 PM,M,,W,,,,,DDH,BKSFLD
2932,31872,32,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,M,,W,,,,,SCI III,BKSFLD
2933,31873,17,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,M,,W,,,,,BDC,BKSFLD
2934,31874,35,1/23/2023,5/19/2023, 8:30:00 AM, 9:45:00 AM,,T,,R,,,,DDH,BKSFLD
2935,31875,35,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,T,,R,,,,DDH,BKSFLD
2936,31876,30,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,T,,R,,,,DLC,BKSFLD
2937,31877,28,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,T,,R,,,,DDH,BKSFLD
2938,31878,20,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,,T,,R,,,,DDH,BKSFLD
2948,31882,25,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,W,,,,,SCI III,BKSFLD
2949,31883,32,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,R,,,,BDC,BKSFLD
2950,31884,12,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,T,,R,,,,MUS,BKSFLD
2952,32749,25,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,T,,R,,,,MUS,BKSFLD
